,Molecule,OF Molecule Name,Geometry,Charge,Multiplicity,Basis Set,Number of Qubits,Method,Energy,Orbital Energies,Time
8887,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.636636636636637]]]",0,1,3-21g,8.0,cisd,-0.9923972187665046,"[-0.23555832307143426, -0.15582096485370214, 1.1375661524483631, 1.1375703451793062]",0.03204199999998991
8888,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.636636636636637]]]",0,1,3-21g,8.0,ccsd,-0.4882368343962026,"[-0.23555832307143426, -0.15582096485370214, 1.1375661524483631, 1.1375703451793062]",0.033134000000018204
8889,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.636636636636637]]]",0,1,3-21g,8.0,fci,-0.9923972187665043,"[-0.23555832307143426, -0.15582096485370214, 1.1375661524483631, 1.1375703451793062]",0.032483999999953994
8890,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.646646646646647]]]",0,1,3-21g,8.0,hf,-0.7257984713745759,"[-0.23549824182008974, -0.15588103071282433, 1.1375662495867953, 1.1375702730444297]",0.030967999999973017
8891,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.646646646646647]]]",0,1,3-21g,8.0,mp2,-1.1462687918964913,"[-0.23549824182008974, -0.15588103071282433, 1.1375662495867953, 1.1375702730444297]",0.03311999999999671
8892,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.646646646646647]]]",0,1,3-21g,8.0,cisd,-0.9923972187661497,"[-0.23549824182008974, -0.15588103071282433, 1.1375662495867953, 1.1375702730444297]",0.03232399999996005
8893,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.646646646646647]]]",0,1,3-21g,8.0,ccsd,-0.48811677083147653,"[-0.23549824182008974, -0.15588103071282433, 1.1375662495867953, 1.1375702730444297]",0.03248200000001589
8894,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.646646646646647]]]",0,1,3-21g,8.0,fci,-0.9923972187661495,"[-0.23549824182008974, -0.15588103071282433, 1.1375662495867953, 1.1375702730444297]",0.03266999999999598
8895,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.656656656656657]]]",0,1,3-21g,8.0,hf,-0.7257385491991112,"[-0.23543834262936483, -0.15594091510176963, 1.1375663429580967, 1.137570203716242]",0.030700000000024374
8896,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.656656656656657]]]",0,1,3-21g,8.0,mp2,-1.1470163410466658,"[-0.23543834262936483, -0.15594091510176963, 1.1375663429580967, 1.137570203716242]",0.0331820000000107
8897,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.656656656656657]]]",0,1,3-21g,8.0,cisd,-0.9923972187658213,"[-0.23543834262936483, -0.15594091510176963, 1.1375663429580967, 1.137570203716242]",0.03200600000002396
8898,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.656656656656657]]]",0,1,3-21g,8.0,ccsd,-0.4879967770897461,"[-0.23543834262936483, -0.15594091510176963, 1.1375663429580967, 1.137570203716242]",0.03365400000001273
8899,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.656656656656657]]]",0,1,3-21g,8.0,fci,-0.9923972187658211,"[-0.23543834262936483, -0.15594091510176963, 1.1375663429580967, 1.137570203716242]",0.032576000000005934
8900,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.666666666666667]]]",0,1,3-21g,8.0,hf,-0.7256788090786415,"[-0.23537862463240233, -0.15600061886551084, 1.1375664327025847, 1.1375701370900535]",0.03231999999997015
8901,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.666666666666667]]]",0,1,3-21g,8.0,mp2,-1.147764103740198,"[-0.23537862463240233, -0.15600061886551084, 1.1375664327025847, 1.1375701370900535]",0.032346000000018194
8902,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.666666666666667]]]",0,1,3-21g,8.0,cisd,-0.9923972187655158,"[-0.23537862463240233, -0.15600061886551084, 1.1375664327025847, 1.1375701370900535]",0.03355199999998604
8903,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.666666666666667]]]",0,1,3-21g,8.0,ccsd,-0.4878776746109959,"[-0.23537862463240233, -0.15600061886551084, 1.1375664327025847, 1.1375701370900535]",0.032128000000000156
8904,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.666666666666667]]]",0,1,3-21g,8.0,fci,-0.9923972187655176,"[-0.23537862463240233, -0.15600061886551084, 1.1375664327025847, 1.1375701370900535]",0.032118000000025404
8905,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.676676676676677]]]",0,1,3-21g,8.0,hf,-0.7256192501224903,"[-0.23531908696921122, -0.1560601428432676, 1.1375665189549118, 1.1375700730650395]",0.030120000000010805
8906,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.676676676676677]]]",0,1,3-21g,8.0,mp2,-1.1485120792162238,"[-0.23531908696921122, -0.1560601428432676, 1.1375665189549118, 1.1375700730650395]",0.03250199999996539
8907,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.676676676676677]]]",0,1,3-21g,8.0,cisd,-0.9923972187652377,"[-0.23531908696921122, -0.1560601428432676, 1.1375665189549118, 1.1375700730650395]",0.03201799999999366
8908,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.676676676676677]]]",0,1,3-21g,8.0,ccsd,-0.4877586817404873,"[-0.23531908696921122, -0.1560601428432676, 1.1375665189549118, 1.1375700730650395]",0.03196400000001631
8909,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.676676676676677]]]",0,1,3-21g,8.0,fci,-0.992397218765237,"[-0.23531908696921122, -0.1560601428432676, 1.1375665189549118, 1.1375700730650395]",0.03254400000002988
8910,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.686686686686687]]]",0,1,3-21g,8.0,hf,-0.7255598714475966,"[-0.2352597287863555, -0.15611948786835525, 1.1375666018451318, 1.1375700115439324]",0.03091800000004241
8911,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.686686686686687]]]",0,1,3-21g,8.0,mp2,-1.1492602667133536,"[-0.2352597287863555, -0.15611948786835525, 1.1375666018451318, 1.1375700115439324]",0.0332220000000234
8912,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.686686686686687]]]",0,1,3-21g,8.0,cisd,-0.9923972187649777,"[-0.2352597287863555, -0.15611948786835525, 1.1375666018451318, 1.1375700115439324]",0.03285599999998112
8913,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.686686686686687]]]",0,1,3-21g,8.0,ccsd,-0.4876400338046858,"[-0.2352597287863555, -0.15611948786835525, 1.1375666018451318, 1.1375700115439324]",0.03184399999997822
8914,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.686686686686687]]]",0,1,3-21g,8.0,fci,-0.9923972187649772,"[-0.2352597287863555, -0.15611948786835525, 1.1375666018451318, 1.1375700115439324]",0.03190200000000232
8915,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.696696696696697]]]",0,1,3-21g,8.0,hf,-0.7255006721783939,"[-0.2352005492370323, -0.156178654768424, 1.1375666814980558, 1.137569952433134]",0.030711999999994077
8916,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.696696696696697]]]",0,1,3-21g,8.0,mp2,-1.1500086654697126,"[-0.2352005492370323, -0.156178654768424, 1.1375666814980558, 1.137569952433134]",0.03305199999999786
8917,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.696696696696697]]]",0,1,3-21g,8.0,cisd,-0.9923972187647372,"[-0.2352005492370323, -0.156178654768424, 1.1375666814980558, 1.137569952433134]",0.03234599999996135
8918,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.696696696696697]]]",0,1,3-21g,8.0,ccsd,-0.4875218637648493,"[-0.2352005492370323, -0.156178654768424, 1.1375666814980558, 1.137569952433134]",0.03248000000002094
8919,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.696696696696697]]]",0,1,3-21g,8.0,fci,-0.9923972187647376,"[-0.2352005492370323, -0.156178654768424, 1.1375666814980558, 1.137569952433134]",0.03213399999998501
8920,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.706706706706707]]]",0,1,3-21g,8.0,hf,-0.7254416514466905,"[-0.235141547480385, -0.15623764436492724, 1.1375667580362212, 1.137569895641645]",0.03131799999999885
8921,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.706706706706707]]]",0,1,3-21g,8.0,mp2,-1.1507572747233556,"[-0.235141547480385, -0.15623764436492724, 1.1375667580362212, 1.137569895641645]",0.03240000000005239
8922,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.706706706706707]]]",0,1,3-21g,8.0,cisd,-0.992397218764518,"[-0.235141547480385, -0.15623764436492724, 1.1375667580362212, 1.137569895641645]",0.03302600000000666
8923,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.706706706706707]]]",0,1,3-21g,8.0,ccsd,-0.9923972101422163,"[-0.235141547480385, -0.15623764436492724, 1.1375667580362212, 1.137569895641645]",0.033415999999988344
8924,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.706706706706707]]]",0,1,3-21g,8.0,fci,-0.992397218764518,"[-0.235141547480385, -0.15623764436492724, 1.1375667580362212, 1.137569895641645]",0.03250800000000709
8925,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.716716716716717]]]",0,1,3-21g,8.0,hf,-0.7253828083915452,"[-0.2350827226826814, -0.15629645747445486, 1.1375668315740393, 1.137569841083056]",0.030910000000005766
8926,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.716716716716717]]]",0,1,3-21g,8.0,mp2,-1.1515060937117299,"[-0.2350827226826814, -0.15629645747445486, 1.1375668315740393, 1.137569841083056]",0.032357999999987896
8927,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.716716716716717]]]",0,1,3-21g,8.0,cisd,-0.9923972187643108,"[-0.2350827226826814, -0.15629645747445486, 1.1375668315740393, 1.137569841083056]",0.03260000000000218
8928,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.716716716716717]]]",0,1,3-21g,8.0,ccsd,-0.4872862059127202,"[-0.2350827226826814, -0.15629645747445486, 1.1375668315740393, 1.137569841083056]",0.0332400000000348
8929,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.716716716716717]]]",0,1,3-21g,8.0,fci,-0.9923972187643105,"[-0.2350827226826814, -0.15629645747445486, 1.1375668315740393, 1.137569841083056]",0.035021999999969466
8930,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.726726726726727]]]",0,1,3-21g,8.0,hf,-0.7253241421591616,"[-0.23502407401559494, -0.1563550949071625, 1.1375669022257695, 1.1375697886726284]",0.03259400000001733
8931,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.726726726726727]]]",0,1,3-21g,8.0,mp2,-1.1522551216725856,"[-0.23502407401559494, -0.1563550949071625, 1.1375669022257695, 1.1375697886726284]",0.0333119999999667
8932,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.726726726726727]]]",0,1,3-21g,8.0,cisd,-0.9923972187641199,"[-0.23502407401559494, -0.1563550949071625, 1.1375669022257695, 1.1375697886726284]",0.03210999999998876
8933,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.726726726726727]]]",0,1,3-21g,8.0,ccsd,-0.48716919486399535,"[-0.23502407401559494, -0.1563550949071625, 1.1375669022257695, 1.1375697886726284]",0.03444600000000264
8934,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.726726726726727]]]",0,1,3-21g,8.0,fci,-0.9923972187641195,"[-0.23502407401559494, -0.1563550949071625, 1.1375669022257695, 1.1375697886726284]",0.03342800000001489
8935,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.736736736736737]]]",0,1,3-21g,8.0,hf,-0.7252656519027693,"[-0.23496560065728317, -0.15641355746799895, 1.1375669701001132, 1.1375697383291674]",0.03196199999996452
8936,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.736736736736737]]]",0,1,3-21g,8.0,mp2,-1.1530043578435165,"[-0.23496560065728317, -0.15641355746799895, 1.1375669701001132, 1.1375697383291674]",0.033170000000041
8937,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.736736736736737]]]",0,1,3-21g,8.0,cisd,-0.9923972187639463,"[-0.23496560065728317, -0.15641355746799895, 1.1375669701001132, 1.1375697383291674]",0.03175399999997808
8938,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.736736736736737]]]",0,1,3-21g,8.0,ccsd,-0.9923971581950088,"[-0.23496560065728317, -0.15641355746799895, 1.1375669701001132, 1.1375697383291674]",0.03277800000000752
8939,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.736736736736737]]]",0,1,3-21g,8.0,fci,-0.9923972187639454,"[-0.23496560065728317, -0.15641355746799895, 1.1375669701001132, 1.1375697383291674]",0.0331820000000107
8940,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.746746746746747]]]",0,1,3-21g,8.0,hf,-0.7252073367827129,"[-0.23490730179241037, -0.15647184595667518, 1.137567035303309, 1.137569689974185]",0.034261999999955606
8941,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.746746746746747]]]",0,1,3-21g,8.0,mp2,-1.1537538014614839,"[-0.23490730179241037, -0.15647184595667518, 1.137567035303309, 1.137569689974185]",0.033017999999970016
8942,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.746746746746747]]]",0,1,3-21g,8.0,cisd,-0.9923972187637841,"[-0.23490730179241037, -0.15647184595667518, 1.137567035303309, 1.137569689974185]",0.03231599999998025
8943,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.746746746746747]]]",0,1,3-21g,8.0,ccsd,-0.9923972160680791,"[-0.23490730179241037, -0.15647184595667518, 1.137567035303309, 1.137569689974185]",0.034281999999961954
8944,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.746746746746747]]]",0,1,3-21g,8.0,fci,-0.9923972187637841,"[-0.23490730179241037, -0.15647184595667518, 1.137567035303309, 1.137569689974185]",0.03373800000002802
8945,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.756756756756757]]]",0,1,3-21g,8.0,hf,-0.7251491959655392,"[-0.23484917661076601, -0.15652996116722992, 1.1375670979307813, 1.1375696435338822]",0.033795999999995274
8946,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.756756756756757]]]",0,1,3-21g,8.0,mp2,-1.1545034517655968,"[-0.23484917661076601, -0.15652996116722992, 1.1375670979307813, 1.1375696435338822]",0.03210599999999886
8947,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.756756756756757]]]",0,1,3-21g,8.0,cisd,-0.992397218763635,"[-0.23484917661076601, -0.15652996116722992, 1.1375670979307813, 1.1375696435338822]",0.03204399999998486
8948,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.756756756756757]]]",0,1,3-21g,8.0,ccsd,-0.992397219311328,"[-0.23484917661076601, -0.15652996116722992, 1.1375670979307813, 1.1375696435338822]",0.033108000000027005
8949,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.756756756756757]]]",0,1,3-21g,8.0,fci,-0.992397218763635,"[-0.23484917661076601, -0.15652996116722992, 1.1375670979307813, 1.1375696435338822]",0.032068000000037955
8950,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.766766766766767]]]",0,1,3-21g,8.0,hf,-0.7250912286251248,"[-0.23479122430880842, -0.15658790388848087, 1.1375671580821598, 1.1375695989350743]",0.030961999999988166
8951,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.766766766766767]]]",0,1,3-21g,8.0,mp2,-1.155253307993315,"[-0.23479122430880842, -0.15658790388848087, 1.1375671580821598, 1.1375695989350743]",0.031720000000007076
8952,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.766766766766767]]]",0,1,3-21g,8.0,cisd,-0.9923972187634997,"[-0.23479122430880842, -0.15658790388848087, 1.1375671580821598, 1.1375695989350743]",0.032128000000000156
8953,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.766766766766767]]]",0,1,3-21g,8.0,ccsd,-0.9923972173711564,"[-0.23479122430880842, -0.15658790388848087, 1.1375671580821598, 1.1375695989350743]",0.03268800000000738
8954,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.766766766766767]]]",0,1,3-21g,8.0,fci,-0.9923972187634991,"[-0.23479122430880842, -0.15658790388848087, 1.1375671580821598, 1.1375695989350743]",0.03196400000001631
8955,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.776776776776777]]]",0,1,3-21g,8.0,hf,-0.7250334339417329,"[-0.2347334440881196, -0.15664567490345455, 1.1375672158535588, 1.1375695561066048]",0.03175599999997303
8956,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.776776776776777]]]",0,1,3-21g,8.0,mp2,-1.1560033693833387,"[-0.2347334440881196, -0.15664567490345455, 1.1375672158535588, 1.1375695561066048]",0.033564000000012584
8957,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.776776776776777]]]",0,1,3-21g,8.0,cisd,-0.9923972187633714,"[-0.2347334440881196, -0.15664567490345455, 1.1375672158535588, 1.1375695561066048]",0.03226799999998775
8958,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.776776776776777]]]",0,1,3-21g,8.0,ccsd,-0.9923972192202309,"[-0.2347334440881196, -0.15664567490345455, 1.1375672158535588, 1.1375695561066048]",0.032985999999993965
8959,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.776776776776777]]]",0,1,3-21g,8.0,fci,-0.9923972187633714,"[-0.2347334440881196, -0.15664567490345455, 1.1375672158535588, 1.1375695561066048]",0.03310599999997521
8960,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.786786786786787]]]",0,1,3-21g,8.0,hf,-0.7249758111021317,"[-0.23467583515684168, -0.15670327499074024, 1.1375672713329794, 1.1375695149821543]",0.030015999999989162
8961,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.786786786786787]]]",0,1,3-21g,8.0,mp2,-1.1567536351744327,"[-0.23467583515684168, -0.15670327499074024, 1.1375672713329794, 1.1375695149821543]",0.032162000000028
8962,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.786786786786787]]]",0,1,3-21g,8.0,cisd,-0.9923972187632522,"[-0.23467583515684168, -0.15670327499074024, 1.1375672713329794, 1.1375695149821543]",0.03190000000000737
8963,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.786786786786787]]]",0,1,3-21g,8.0,ccsd,-0.9923972262028262,"[-0.23467583515684168, -0.15670327499074024, 1.1375672713329794, 1.1375695149821543]",0.03297799999995732
8964,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.786786786786787]]]",0,1,3-21g,8.0,fci,-0.9923972187632517,"[-0.23467583515684168, -0.15670327499074024, 1.1375672713329794, 1.1375695149821543]",0.033482000000049084
8965,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.796796796796797]]]",0,1,3-21g,8.0,hf,-0.7249183592994932,"[-0.23461839672833823, -0.15676070492328298, 1.1375673246078426, 1.1375694754965897]",0.030634000000020478
8966,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.796796796796797]]]",0,1,3-21g,8.0,mp2,-1.157504104606159,"[-0.23461839672833823, -0.15676070492328298, 1.1375673246078426, 1.1375694754965897]",0.03200400000002901
8967,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.796796796796797]]]",0,1,3-21g,8.0,cisd,-0.9923972187631459,"[-0.23461839672833823, -0.15676070492328298, 1.1375673246078426, 1.1375694754965897]",0.0322180000000003
8968,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.796796796796797]]]",0,1,3-21g,8.0,ccsd,-0.9923972346168026,"[-0.23461839672833823, -0.15676070492328298, 1.1375673246078426, 1.1375694754965897]",0.03264200000000983
8969,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.796796796796797]]]",0,1,3-21g,8.0,fci,-0.9923972187631446,"[-0.23461839672833823, -0.15676070492328298, 1.1375673246078426, 1.1375694754965897]",0.03246200000000954
8970,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.806806806806807]]]",0,1,3-21g,8.0,hf,-0.7248610777336105,"[-0.23456112802166745, -0.1568179654686736, 1.1375673757642335, 1.1375694375838796]",0.03183999999998832
8971,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.806806806806807]]]",0,1,3-21g,8.0,mp2,-1.1582547769173972,"[-0.23456112802166745, -0.1568179654686736, 1.1375673757642335, 1.1375694375838796]",0.032177999999987605
8972,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.806806806806807]]]",0,1,3-21g,8.0,cisd,-0.9923972187630435,"[-0.23456112802166745, -0.1568179654686736, 1.1375673757642335, 1.1375694375838796]",0.03280200000000377
8973,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.806806806806807]]]",0,1,3-21g,8.0,ccsd,-0.9923972345010698,"[-0.23456112802166745, -0.1568179654686736, 1.1375673757642335, 1.1375694375838796]",0.033566000000007534
8974,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.806806806806807]]]",0,1,3-21g,8.0,fci,-0.992397218763044,"[-0.23456112802166745, -0.1568179654686736, 1.1375673757642335, 1.1375694375838796]",0.03309400000000551
8975,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.816816816816817]]]",0,1,3-21g,8.0,hf,-0.7248039656095304,"[-0.234504028261215, -0.15687505739018223, 1.137567424879467, 1.1375694011902282]",0.030017999999984113
8976,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.816816816816817]]]",0,1,3-21g,8.0,mp2,-1.159005651351666,"[-0.234504028261215, -0.15687505739018223, 1.137567424879467, 1.1375694011902282]",0.0322800000000143
8977,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.816816816816817]]]",0,1,3-21g,8.0,cisd,-0.9923972187629525,"[-0.234504028261215, -0.15687505739018223, 1.137567424879467, 1.1375694011902282]",0.032433999999966545
8978,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.816816816816817]]]",0,1,3-21g,8.0,ccsd,-0.9923972232229037,"[-0.234504028261215, -0.15687505739018223, 1.137567424879467, 1.1375694011902282]",0.033237999999983
8979,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.816816816816817]]]",0,1,3-21g,8.0,fci,-0.992397218762951,"[-0.234504028261215, -0.15687505739018223, 1.137567424879467, 1.1375694011902282]",0.03305199999999786
8980,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.826826826826827]]]",0,1,3-21g,8.0,hf,-0.7247470221394072,"[-0.23444709667707175, -0.15693198144531098, 1.1375674720336788, 1.13756936625391]",0.030686000000002878
8981,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.826826826826827]]]",0,1,3-21g,8.0,mp2,-1.1597567271492673,"[-0.23444709667707175, -0.15693198144531098, 1.1375674720336788, 1.13756936625391]",0.03208799999998746
8982,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.826826826826827]]]",0,1,3-21g,8.0,cisd,-0.992397218762866,"[-0.23444709667707175, -0.15693198144531098, 1.1375674720336788, 1.13756936625391]",0.03196400000001631
8983,H2,H2_3-21g_singlet,"[['H', [0.0, 0.0, 0.0]], ['H', [0.0, 0.0, 6.826826826826827]]]",0,1,3-21g,8.0,ccsd,-0.9923972171994911,"[-0.23444709667707175, -0.15693198144531098, 1.1375674720336788, 1.13756936625391]",0.03313399999996136
